Height_m,Weight_kg,Job,bmi,bmi_category,Job_encode
1.74,51.15,marketing manager,16.89456995640111,Underweight,16
1.62,61.28,electrician,23.350099070263674,Normal weight,10
1.93,78.0,teacher,20.940159467368254,Normal weight,29
1.58,50.04,electrician,20.04486460503124,Normal weight,10
1.51,84.98,electrician,37.27029516249287,Overweight,10
1.68,92.04,doctor,32.610544217687085,Overweight,8
1.83,67.26,physicist,20.084206754456687,Normal weight,21
1.94,67.42,plumber,17.913699649271976,Underweight,23
1.88,99.35,chemist,28.109438660027163,Overweight,5
1.93,69.92,firefighter,18.770973717415234,Normal weight,12
1.57,81.4,lawyer,33.0236520751349,Overweight,15
1.85,69.81,scientist,20.39737034331629,Normal weight,27
1.78,74.89,nurse,23.636535790935486,Normal weight,19
1.89,85.81,marketing manager,24.0222838106436,Normal weight,16
1.53,58.81,data analyst,25.122816010935967,Overweight,6
1.73,94.47,marketing manager,31.564703130742757,Overweight,16
1.74,84.17,psychologist,27.800898401374024,Overweight,25
1.88,94.99,chef,26.875848800362157,Overweight,4
1.68,81.16,biologist,28.755668934240365,Overweight,3
1.68,91.54,scientist,32.433390022675745,Overweight,27
1.55,75.34,salesperson,31.359001040582722,Overweight,26
1.57,77.95,data analyst,31.62400097367033,Overweight,6
1.63,87.75,nurse,33.02721216455268,Overweight,19
1.91,80.82,biologist,22.153997971546833,Normal weight,3
1.59,63.34,architect,25.054388671334202,Overweight,1
1.84,54.39,architect,16.06509924385633,Underweight,1
1.58,56.41,police officer,22.5965390161833,Normal weight,24
1.92,94.81,accountant,25.718858506944446,Overweight,0
1.57,73.88,scientist,29.972818369913583,Overweight,27
1.94,86.75,accountant,23.049739611010736,Normal weight,0
1.54,91.25,marketing manager,38.476134255355035,Overweight,16
1.7,56.93,graphic designer,19.698961937716266,Normal weight,13
1.64,96.74,lawyer,35.96817370612731,Overweight,15
1.7,72.13,software developer,24.95847750865052,Normal weight,28
1.62,96.52,architect,36.77793019356805,Overweight,1
1.71,91.02,pharmacist,31.127526418385145,Overweight,20
1.51,75.17,pharmacist,32.967852287180385,Overweight,20
1.77,92.03,teacher,29.375339142647384,Overweight,29
1.81,88.6,marketing manager,27.0443515155215,Overweight,16
1.65,75.22,data analyst,27.629017447199267,Overweight,6
1.82,56.03,mechanic,16.915227629513343,Underweight,17
1.81,54.1,lawyer,16.513537437807148,Underweight,15
1.65,64.53,biologist,23.702479338842977,Normal weight,3
1.81,68.87,doctor,21.021946827019935,Normal weight,8
1.54,84.25,musician,35.52454039467027,Overweight,18
1.84,52.25,electrician,15.433010396975424,Underweight,10
1.87,73.99,scientist,21.158740598816088,Normal weight,27
1.54,97.01,accountant,40.90487434643279,Overweight,0
1.61,56.08,artist,21.63496778673662,Normal weight,2
1.86,61.01,artist,17.63498670366516,Underweight,2
1.98,71.19,software developer,18.158861340679522,Underweight,28
1.9,64.73,software developer,17.930747922437675,Underweight,28
1.93,93.42,marketing manager,25.07986791591721,Overweight,16
1.72,67.76,biologist,22.904272579772854,Normal weight,3
1.97,75.46,doctor,19.443943415187196,Normal weight,8
1.74,90.78,nurse,29.98414585810543,Overweight,19
1.97,90.75,engineer,23.383751191733875,Normal weight,11
1.57,52.82,musician,21.42886121140817,Normal weight,18
1.52,95.41,software developer,41.29587950138504,Overweight,28
1.97,75.29,pharmacist,19.4001391429823,Normal weight,20
1.87,53.9,journalist,15.41365209185278,Underweight,14
1.58,81.02,graphic designer,32.454734818138114,Overweight,13
1.85,73.76,salesperson,21.551497443389334,Normal weight,26
1.71,79.87,teacher,27.314387332854558,Overweight,29
1.52,85.12,pharmacist,36.8421052631579,Overweight,20
2.0,81.45,pharmacist,20.3625,Normal weight,20
1.85,58.68,police officer,17.14536157779401,Underweight,24
1.68,61.82,chemist,21.90334467120182,Normal weight,5
1.72,98.02,doctor,33.13277447268794,Overweight,8
1.9,87.68,nurse,24.288088642659282,Normal weight,19
1.55,55.29,journalist,23.013527575442243,Normal weight,14
1.56,78.87,data analyst,32.408777120315584,Overweight,6
1.65,62.39,teacher,22.916437098255283,Normal weight,29
1.72,55.99,marketing manager,18.925770686857764,Normal weight,16
1.57,91.27,doctor,37.02787131323786,Overweight,8
1.91,51.92,engineer,14.23206600696253,Underweight,11
1.83,84.97,teacher,25.37251037654155,Overweight,29
1.53,97.7,biologist,41.736084411978304,Overweight,3
1.54,78.06,pilot,32.91448810929331,Overweight,22
1.64,96.67,psychologist,35.94214753123142,Overweight,25
1.76,88.4,pilot,28.53822314049587,Overweight,22
1.67,71.09,firefighter,25.49033669188569,Overweight,12
1.7,82.28,economist,28.47058823529412,Overweight,9
1.52,54.89,scientist,23.757790858725762,Normal weight,27
1.58,51.76,lawyer,20.73385675372536,Normal weight,15
1.7,81.04,salesperson,28.041522491349486,Overweight,26
1.69,55.46,salesperson,19.418087601974722,Normal weight,26
1.71,92.94,graphic designer,31.78413870934647,Overweight,13
1.88,96.5,teacher,27.303078315980084,Overweight,29
1.68,51.65,pharmacist,18.300028344671205,Underweight,20
1.82,72.8,economist,21.978021978021975,Normal weight,9
1.75,94.62,economist,30.896326530612246,Overweight,9
1.62,80.59,police officer,30.707971345831425,Overweight,24
1.89,79.61,data analyst,22.28661011729795,Normal weight,6
1.88,55.35,mechanic,15.660366681756452,Underweight,17
1.7,91.68,marketing manager,31.723183391003467,Overweight,16
1.51,90.24,salesperson,39.57721152581027,Overweight,26
1.61,81.89,architect,31.592145364762157,Overweight,1
1.92,66.83,pilot,18.128797743055557,Underweight,22
1.97,80.0,pharmacist,20.613775155247495,Normal weight,20
1.65,87.6,accountant,32.176308539944905,Overweight,0
1.64,99.42,artist,36.96460440214159,Overweight,2
1.6,86.53,firefighter,33.80078124999999,Overweight,12
1.66,63.87,plumber,23.17825518943243,Normal weight,23
1.78,74.11,journalist,23.39035475318773,Normal weight,14
1.86,77.97,scientist,22.53728754769337,Normal weight,27
1.83,52.41,biologist,15.649914897429003,Underweight,3
1.55,89.15,dentist,37.107180020811654,Overweight,7
1.84,97.74,teacher,28.86932892249527,Overweight,29
1.7,95.13,chef,32.91695501730104,Overweight,4
1.92,95.67,pilot,25.9521484375,Overweight,22
1.54,93.22,chef,39.30679709900489,Overweight,4
1.5,54.93,accountant,24.413333333333334,Normal weight,0
1.53,90.76,architect,38.77141270451536,Overweight,1
1.84,58.96,chemist,17.41493383742911,Underweight,5
1.69,94.16,journalist,32.96803333216624,Overweight,14
1.62,89.35,marketing manager,34.04587715287303,Overweight,16
1.7,54.74,psychologist,18.94117647058824,Normal weight,25
1.51,54.1,graphic designer,23.72702951624929,Normal weight,13
1.59,68.97,psychologist,27.2813575412365,Overweight,25
1.59,70.28,engineer,27.79953324631146,Overweight,11
1.95,72.14,scientist,18.97172912557528,Normal weight,27
1.97,61.97,physicist,15.96794557963359,Underweight,21
1.57,59.69,firefighter,24.215992535194125,Normal weight,12
1.93,97.21,journalist,26.09734489516497,Overweight,14
1.88,78.33,economist,22.16217745586238,Normal weight,9
1.59,58.08,mechanic,22.973774771567577,Normal weight,17
1.84,65.29,doctor,19.284617202268432,Normal weight,8
1.68,61.78,scientist,21.88917233560091,Normal weight,27
1.63,83.53,doctor,31.438894952764503,Overweight,8
1.74,81.6,data analyst,26.952041220768923,Overweight,6
1.77,84.67,physicist,27.02607807462734,Overweight,21
1.78,68.53,data analyst,21.629213483146067,Normal weight,6
1.73,62.08,pilot,20.742423736175613,Normal weight,22
1.61,87.53,nurse,33.767987346167196,Overweight,19
1.72,57.65,nurse,19.486884802596,Normal weight,19
1.78,67.04,pharmacist,21.158944577704837,Normal weight,20
1.89,74.54,engineer,20.86727695193304,Normal weight,11
1.99,54.69,physicist,13.810257316734425,Underweight,21
1.86,91.53,engineer,26.456815816857436,Overweight,11
1.99,77.11,economist,19.47173051185576,Normal weight,9
1.7,74.22,data analyst,25.68166089965398,Overweight,6
1.57,80.58,salesperson,32.69098137855491,Overweight,26
1.71,73.31,plumber,25.070962005403377,Overweight,23
1.87,79.21,marketing manager,22.651491320884205,Normal weight,16
1.74,80.07,economist,26.446690447879504,Overweight,9
1.59,77.4,mechanic,30.615877536489855,Overweight,17
1.67,70.01,data analyst,25.10308723869626,Overweight,6
1.82,60.05,graphic designer,18.128849172805214,Underweight,13
1.94,97.82,nurse,25.991072377510893,Overweight,19
1.97,67.0,lawyer,17.264036692519777,Underweight,15
1.93,74.82,chef,20.086445273698622,Normal weight,4
1.83,83.26,architect,24.861894950580787,Normal weight,1
1.75,97.81,economist,31.93795918367347,Overweight,9
1.87,70.93,scientist,20.283679830707197,Normal weight,27
1.91,81.3,data analyst,22.285573312135085,Normal weight,6
1.55,69.7,electrician,29.011446409989592,Overweight,10
1.86,77.57,economist,22.421667244768177,Normal weight,9
1.79,52.93,marketing manager,16.519459442589184,Underweight,16
1.55,89.73,accountant,37.348595213319456,Overweight,0
1.82,71.26,data analyst,21.51310228233305,Normal weight,6
1.81,64.61,scientist,19.72162021916303,Normal weight,27
1.66,63.72,salesperson,23.123820583538976,Normal weight,26
1.56,54.03,engineer,22.201676528599606,Normal weight,11
1.72,97.65,salesperson,33.007706868577614,Overweight,26
2.0,89.02,firefighter,22.255,Normal weight,12
1.59,50.02,pilot,19.785609746449904,Normal weight,22
1.99,80.48,teacher,20.322719123254462,Normal weight,29
1.9,58.52,salesperson,16.210526315789476,Underweight,26
1.75,81.39,chef,26.576326530612246,Overweight,4
1.9,59.32,graphic designer,16.43213296398892,Underweight,13
1.87,67.32,data analyst,19.251336898395717,Normal weight,6
1.67,54.24,police officer,19.448528093513573,Normal weight,24
2.0,74.07,mechanic,18.5175,Normal weight,17
1.81,73.29,plumber,22.37111199291841,Normal weight,23
1.51,91.11,chemist,39.958773737993944,Overweight,5
1.99,70.31,engineer,17.7546021565112,Underweight,11
1.51,73.05,mechanic,32.03806850576729,Overweight,17
1.95,74.32,pharmacist,19.545036160420775,Normal weight,20
1.71,54.66,electrician,18.69293115830512,Normal weight,10
1.68,88.01,psychologist,31.1826814058957,Overweight,25
1.95,67.2,musician,17.67258382642998,Underweight,18
1.72,67.23,engineer,22.725121687398598,Normal weight,11
2.0,65.59,accountant,16.3975,Underweight,0
1.91,73.24,dentist,20.07620405142403,Normal weight,7
1.57,67.72,marketing manager,27.473731185849324,Overweight,16
1.76,77.5,architect,25.019369834710744,Overweight,1
1.88,98.3,chemist,27.812358533272974,Overweight,5
1.74,97.99,mechanic,32.36557008851896,Overweight,17
1.77,62.99,pharmacist,20.105972102524817,Normal weight,20
1.82,88.24,lawyer,26.6392947711629,Overweight,15
1.5,92.82,chemist,41.25333333333333,Overweight,5
1.53,77.13,police officer,32.94886582083814,Overweight,24
1.69,84.61,graphic designer,29.624312874199088,Overweight,13
1.94,76.27,marketing manager,20.265171644170476,Normal weight,16
1.72,94.91,pilot,32.081530557057874,Overweight,22
1.77,94.87,physicist,30.281847489546426,Overweight,21
1.84,52.56,teacher,15.524574669187146,Underweight,29
1.5,92.48,police officer,41.102222222222224,Overweight,24
1.97,64.72,lawyer,16.676544100595223,Underweight,15
1.59,82.74,lawyer,32.72813575412364,Overweight,15
1.72,74.06,mechanic,25.03380205516496,Overweight,17
1.52,61.14,musician,26.462950138504155,Overweight,18
1.55,80.49,journalist,33.50260145681581,Overweight,14
1.69,80.13,firefighter,28.05574034522601,Overweight,12
1.98,80.79,accountant,20.607591062136517,Normal weight,0
1.97,90.23,plumber,23.24976165322477,Normal weight,23
1.62,56.68,psychologist,21.59731748209114,Normal weight,25
1.94,80.3,nurse,21.335954936762676,Normal weight,19
1.6,97.61,musician,38.12890624999999,Overweight,18
1.65,80.57,dentist,29.594123048668504,Overweight,7
1.88,54.81,salesperson,15.507582616568584,Underweight,26
1.68,66.72,psychologist,23.63945578231293,Normal weight,25
1.61,76.22,architect,29.404729755796456,Overweight,1
1.98,76.05,artist,19.398530762167127,Normal weight,2
1.97,75.71,economist,19.508361462547345,Normal weight,9
1.6,87.94,pharmacist,34.35156249999999,Overweight,20
1.94,71.89,pharmacist,19.101392283983422,Normal weight,20
1.58,77.63,salesperson,31.09677936228168,Overweight,26
1.98,54.36,firefighter,13.86593204775023,Underweight,12
1.69,95.46,biologist,33.42319946780575,Overweight,3
1.68,85.14,teacher,30.165816326530617,Overweight,29
1.79,57.92,doctor,18.07683904996723,Underweight,8
1.56,63.44,architect,26.068376068376065,Overweight,1
1.99,85.18,pilot,21.5095578394485,Normal weight,22
1.52,93.15,chemist,40.31769390581718,Overweight,5
1.98,57.02,mechanic,14.54443424140394,Underweight,17
1.92,75.23,police officer,20.40744357638889,Normal weight,24
1.9,63.6,doctor,17.617728531855956,Underweight,8
1.93,58.7,graphic designer,15.758812317109186,Underweight,13
1.6,99.39,journalist,38.82421874999999,Overweight,14
1.5,70.08,physicist,31.146666666666665,Overweight,21
1.79,90.25,pilot,28.167035985144036,Overweight,22
1.53,69.34,lawyer,29.62108590712974,Overweight,15
1.67,82.27,architect,29.499085661013304,Overweight,1
1.54,67.37,marketing manager,28.406982627761852,Overweight,16
1.72,78.28,artist,26.460248783126016,Overweight,2
1.73,60.47,police officer,20.204483945337298,Normal weight,24
1.77,95.02,architect,30.329726451530526,Overweight,1
1.81,51.29,nurse,15.655810262202008,Underweight,19
1.77,63.18,nurse,20.16661878770468,Normal weight,19
1.93,83.85,architect,22.51067142742087,Normal weight,1
1.62,87.79,firefighter,33.45145557079713,Overweight,12
1.69,58.24,data analyst,20.39144287664998,Normal weight,6
1.97,73.69,dentist,18.987863639877347,Normal weight,7
1.74,79.18,doctor,26.15272823358436,Overweight,8
1.66,89.52,software developer,32.48657279721295,Overweight,28
1.65,97.46,firefighter,35.7979797979798,Overweight,12
1.66,87.19,graphic designer,31.641021919001307,Overweight,13
1.56,50.94,accountant,20.93195266272189,Normal weight,0
1.85,74.38,plumber,21.732651570489406,Normal weight,23
1.55,94.06,graphic designer,39.15088449531737,Overweight,13
1.94,86.58,teacher,23.00457009246466,Normal weight,29
1.73,94.17,salesperson,31.46446590263624,Overweight,26
1.64,94.35,scientist,35.07956573468174,Overweight,27
1.67,75.96,physicist,27.236544874323208,Overweight,21
1.72,53.42,chef,18.057057869118445,Underweight,4
1.95,73.62,graphic designer,19.36094674556213,Normal weight,13
1.97,65.47,engineer,16.869798242675667,Underweight,11
1.55,68.12,lawyer,28.35379812695109,Overweight,15
1.77,80.35,artist,25.64716396948514,Overweight,2
1.87,53.92,software developer,15.41937144327833,Underweight,28
1.57,53.8,electrician,21.826443263418394,Normal weight,10
1.68,54.82,economist,19.423185941043087,Normal weight,9
1.63,60.91,mechanic,22.92521359479092,Normal weight,17
1.76,50.76,psychologist,16.386880165289256,Underweight,25
1.92,98.86,nurse,26.817491319444446,Overweight,19
1.55,55.01,dentist,22.896982310093648,Normal weight,7
1.76,57.3,salesperson,18.49819214876033,Underweight,26
1.91,77.34,accountant,21.200076752282012,Normal weight,0
1.63,73.9,mechanic,27.81437013060334,Overweight,17
1.72,72.14,software developer,24.38480259599784,Normal weight,28
1.58,85.19,doctor,34.125140201890716,Overweight,8
1.53,72.91,firefighter,31.146140373360673,Overweight,12
1.52,99.96,marketing manager,43.26523545706371,Overweight,16
1.82,96.39,firefighter,29.09974640743871,Overweight,12
1.6,84.74,pharmacist,33.10156249999999,Overweight,20
1.71,69.91,accountant,23.9082110734927,Normal weight,0
1.73,83.88,chemist,28.026328978582644,Overweight,5
1.69,56.26,chef,19.69818983929134,Normal weight,4
1.54,84.38,psychologist,35.57935570922584,Overweight,25
1.53,54.51,teacher,23.285915673458927,Normal weight,29
1.68,63.37,musician,22.452522675736965,Normal weight,18
1.89,94.04,chef,26.326250664875005,Overweight,4
1.72,69.98,musician,23.654678204434834,Normal weight,18
1.88,63.77,electrician,18.042666364870986,Underweight,10
1.61,85.24,engineer,32.88453377570309,Overweight,11
1.55,69.98,musician,29.127991675338187,Overweight,18
1.74,92.55,plumber,30.568767340467694,Overweight,23
1.63,96.03,marketing manager,36.14362603033611,Overweight,16
1.93,94.66,software developer,25.412762758731777,Overweight,28
1.55,63.41,pharmacist,26.393340270551505,Overweight,20
1.88,72.92,psychologist,20.63150746944319,Normal weight,25
1.59,65.23,electrician,25.801985680946164,Overweight,10
1.7,94.16,engineer,32.581314878892734,Overweight,11
1.72,78.88,salesperson,26.663061114115738,Overweight,26
1.68,65.06,musician,23.051303854875286,Normal weight,18
1.94,65.07,biologist,17.289297481135083,Underweight,3
1.78,64.41,data analyst,20.3288726170938,Normal weight,6
1.85,75.38,software developer,22.024835646457266,Normal weight,28
1.65,79.59,physicist,29.23415977961433,Overweight,21
1.54,72.45,data analyst,30.54899645808737,Overweight,6
1.71,67.2,electrician,22.981430183646253,Normal weight,10
1.79,57.27,firefighter,17.87397397084985,Underweight,12
1.85,94.53,nurse,27.62016070124178,Overweight,19
1.99,60.54,accountant,15.287492740082321,Underweight,0
1.8,98.02,economist,30.25308641975308,Overweight,9
1.57,96.79,physicist,39.26731307558116,Overweight,21
1.61,85.85,electrician,33.119864202769946,Overweight,10
1.8,94.97,nurse,29.311728395061728,Overweight,19
1.93,52.48,graphic designer,14.088968831378024,Underweight,13
1.84,97.16,software developer,28.698015122873343,Overweight,28
1.55,65.92,teacher,27.438085327783558,Overweight,29
1.84,61.91,chemist,18.28627126654064,Underweight,5
1.92,64.81,salesperson,17.58083767361111,Underweight,26
1.58,94.62,doctor,37.90257971478929,Overweight,8
1.65,56.0,teacher,20.569329660238754,Normal weight,29
1.64,97.84,teacher,36.377156454491384,Overweight,29
1.81,93.4,musician,28.509508256768722,Overweight,18
1.76,80.37,accountant,25.945893595041326,Overweight,0
1.82,82.44,chef,24.88829851467214,Normal weight,4
1.8,89.67,psychologist,27.675925925925924,Overweight,25
1.88,67.7,lawyer,19.1545948392938,Normal weight,15
1.86,64.16,mechanic,18.54549658920106,Normal weight,17
1.73,73.45,accountant,24.541414681412675,Normal weight,0
1.81,86.23,engineer,26.320930374530693,Overweight,11
1.95,55.91,accountant,14.703484549638397,Underweight,0
1.94,83.92,scientist,22.297799978743758,Normal weight,27
1.53,93.74,musician,40.04442735699944,Overweight,18
1.56,51.21,software developer,21.042899408284022,Normal weight,28
1.96,67.0,lawyer,17.440649729279468,Underweight,15
1.8,89.25,graphic designer,27.546296296296294,Overweight,13
1.6,98.15,electrician,38.33984374999999,Overweight,10
1.92,71.22,lawyer,19.319661458333332,Normal weight,15
1.7,63.82,graphic designer,22.083044982698965,Normal weight,13
1.68,85.04,dentist,30.13038548752835,Overweight,7
1.78,53.71,teacher,16.951773765938643,Underweight,29
1.79,91.02,accountant,28.4073530788677,Overweight,0
1.73,91.33,scientist,30.515553476561195,Overweight,27
1.96,89.75,salesperson,23.362661391087048,Normal weight,26
1.92,64.48,artist,17.491319444444446,Underweight,2
1.99,90.25,police officer,22.78982853968334,Normal weight,24
1.86,91.56,marketing manager,26.46548733957683,Overweight,16
1.81,77.97,marketing manager,23.799639815634443,Normal weight,16
1.85,62.38,graphic designer,18.22644265887509,Underweight,13
1.55,70.84,mechanic,29.485952133194587,Overweight,17
1.75,79.79,architect,26.05387755102041,Overweight,1
1.73,92.09,artist,30.769487787764376,Overweight,2
1.58,83.51,plumber,33.452171126422044,Overweight,23
1.83,53.31,pilot,15.918659858460986,Underweight,22
1.62,96.37,journalist,36.7207742722146,Overweight,14
1.67,65.06,electrician,23.328193911578044,Normal weight,10
1.92,71.47,architect,19.38747829861111,Normal weight,1
1.72,82.92,mechanic,28.028664142779885,Overweight,17
1.51,75.99,marketing manager,33.327485636594886,Overweight,16
1.76,61.25,doctor,19.7733729338843,Normal weight,8
1.5,58.07,plumber,25.808888888888887,Overweight,23
1.61,93.41,police officer,36.03641834805755,Overweight,24
1.51,79.44,dentist,34.84057716766808,Overweight,7
1.85,98.8,software developer,28.86778670562454,Overweight,28
1.64,76.71,chef,28.520969660916123,Overweight,4
1.73,56.57,graphic designer,18.901399979952554,Normal weight,13
1.97,62.91,chef,16.210157437707746,Underweight,4
1.71,76.36,economist,26.11401798844089,Overweight,9
1.58,64.49,doctor,25.833199807723116,Overweight,8
1.94,88.02,lawyer,23.387182484854925,Normal weight,15
1.84,52.07,biologist,15.37984404536862,Underweight,3
1.53,71.02,pilot,30.338758597120766,Overweight,22
1.76,65.81,marketing manager,21.24548037190083,Normal weight,16
1.59,94.19,journalist,37.25722874886278,Overweight,14
1.78,97.46,chef,30.760005049867438,Overweight,4
1.59,55.28,musician,21.866223646216525,Normal weight,18
1.63,62.25,nurse,23.4295607663066,Normal weight,19
1.8,93.08,teacher,28.728395061728392,Overweight,29
1.71,93.21,biologist,31.876474812762904,Overweight,3
1.87,93.94,plumber,26.863793645800563,Overweight,23
1.94,65.7,engineer,17.456690402805826,Underweight,11
1.96,71.71,police officer,18.666701374427323,Normal weight,24
1.62,86.15,firefighter,32.82655083066605,Overweight,12
1.74,75.85,engineer,25.052847139648563,Overweight,11
1.52,72.59,teacher,31.418801939058174,Overweight,29
1.7,58.19,psychologist,20.134948096885815,Normal weight,25
1.59,82.11,pharmacist,32.47893675091966,Overweight,20
1.56,84.28,electrician,34.631821170282706,Overweight,10
1.9,96.09,software developer,26.617728531855956,Overweight,28
1.62,77.34,teacher,29.469593049839958,Overweight,29
1.6,79.11,engineer,30.902343749999993,Overweight,11
1.78,54.45,data analyst,17.185330135083955,Underweight,6
1.84,80.23,lawyer,23.69742438563327,Normal weight,15
1.81,50.31,salesperson,15.35667409419737,Underweight,26
1.89,80.23,doctor,22.460177486632514,Normal weight,8
1.66,53.84,chemist,19.538394542023518,Normal weight,5
1.57,99.96,doctor,40.5533693050428,Overweight,8
1.84,88.45,pharmacist,26.125354442344044,Overweight,20
1.55,84.62,dentist,35.221644120707595,Overweight,7
1.6,91.76,economist,35.84374999999999,Overweight,9
1.94,82.31,teacher,21.87001806780742,Normal weight,29
1.88,98.09,engineer,27.75294250792214,Overweight,11
1.66,60.2,chemist,21.84642183190594,Normal weight,5
1.57,83.6,chemist,33.9161832123007,Overweight,5
1.98,69.11,biologist,17.62830323436384,Underweight,3
1.51,72.6,lawyer,31.840708740844697,Overweight,15
1.94,88.47,artist,23.506748857476886,Normal weight,2
1.82,62.78,psychologist,18.95302499698104,Normal weight,25
1.82,92.33,salesperson,27.87404902789518,Overweight,26
1.97,60.87,marketing manager,15.684506171248936,Underweight,16
1.85,59.54,artist,17.39663988312637,Underweight,2
1.92,70.44,marketing manager,19.108072916666668,Normal weight,16
1.84,72.67,teacher,21.464437618147446,Normal weight,29
1.56,55.11,psychologist,22.645463510848124,Normal weight,25
1.96,99.42,musician,25.879841732611414,Overweight,18
1.7,54.99,chemist,19.027681660899656,Normal weight,5
1.76,68.96,nurse,22.262396694214875,Normal weight,19
1.79,70.55,psychologist,22.018663587278798,Normal weight,25
1.98,88.0,mechanic,22.44668911335578,Normal weight,17
1.58,98.95,economist,39.637077391443675,Overweight,9
1.86,99.37,firefighter,28.722973754191234,Overweight,12
1.68,70.94,biologist,25.134637188208618,Overweight,3
1.91,91.98,police officer,25.21312464022368,Overweight,24
1.75,55.96,pharmacist,18.27265306122449,Underweight,20
1.97,58.23,artist,15.004251591125769,Underweight,2
1.64,82.07,journalist,30.513831052944678,Overweight,14
1.81,50.69,marketing manager,15.472665669546107,Underweight,16
1.87,98.55,architect,28.182104149389453,Overweight,1
2.0,68.2,electrician,17.05,Underweight,10
1.83,54.09,dentist,16.151572158022034,Underweight,7
1.84,81.59,doctor,24.09912570888469,Normal weight,8
1.83,71.17,electrician,21.251754307384513,Normal weight,10
1.89,94.75,chemist,26.52501329750007,Overweight,5
1.91,65.11,pharmacist,17.84764672021052,Underweight,20
1.66,63.57,economist,23.069385977645524,Normal weight,9
1.53,58.95,accountant,25.18262206843522,Overweight,0
1.98,99.35,graphic designer,25.34180185695337,Overweight,13
1.85,63.47,chef,18.544923301680058,Normal weight,4
1.69,51.97,pharmacist,18.196141591680966,Underweight,20
1.5,77.73,artist,34.54666666666667,Overweight,2
1.83,97.23,software developer,29.03341395682164,Overweight,28
1.81,84.37,nurse,25.753182137297397,Overweight,19
1.81,64.13,software developer,19.575104545038307,Normal weight,28
1.74,60.35,physicist,19.933280486193684,Normal weight,21
1.69,87.22,accountant,30.538146423444562,Overweight,0
1.94,55.59,chef,14.770432564565843,Underweight,4
1.93,66.36,pilot,17.81524336223791,Underweight,22
1.54,96.86,electrician,40.84162590656097,Overweight,10
1.77,93.88,teacher,29.965846340451336,Overweight,29
1.67,79.71,mechanic,28.58116103123095,Overweight,17
1.74,98.67,police officer,32.59017043202537,Overweight,24
1.81,68.25,artist,20.832697414608834,Normal weight,2
1.68,87.33,mechanic,30.941751700680275,Overweight,17
1.83,77.41,chef,23.11505270387291,Normal weight,4
1.66,84.34,police officer,30.606764407025697,Overweight,24
1.72,79.47,salesperson,26.862493239588968,Overweight,26
1.69,52.19,engineer,18.273169706943037,Underweight,11
1.68,69.99,police officer,24.798044217687078,Normal weight,24
1.74,54.81,chemist,18.103448275862068,Underweight,5
1.85,65.93,salesperson,19.263696128560994,Normal weight,26
1.79,74.13,accountant,23.135982023032987,Normal weight,0
1.83,74.56,electrician,22.264026993938305,Normal weight,10
1.56,52.68,mechanic,21.646942800788953,Normal weight,17
1.84,76.85,software developer,22.69907844990548,Normal weight,28
1.57,86.73,marketing manager,35.186011602904784,Overweight,16
1.95,75.34,psychologist,19.81328073635766,Normal weight,25
1.71,55.3,firefighter,18.911801921958894,Normal weight,12
1.66,97.36,biologist,35.331688198577446,Overweight,3
1.57,58.15,musician,23.59122073917806,Normal weight,18
1.66,84.58,marketing manager,30.69385977645522,Overweight,16
1.56,58.56,graphic designer,24.06311637080868,Normal weight,13
1.7,70.11,plumber,24.25951557093426,Normal weight,23
1.6,52.67,architect,20.574218749999996,Normal weight,1
1.6,50.59,musician,19.761718749999996,Normal weight,18
1.93,59.48,dentist,15.968213911782867,Underweight,7
1.92,71.05,dentist,19.273546006944443,Normal weight,7
1.68,51.96,graphic designer,18.409863945578234,Underweight,13
1.72,50.71,plumber,17.14102217414819,Underweight,23
1.92,99.23,police officer,26.917860243055557,Overweight,24
1.62,92.78,journalist,35.35284255448864,Overweight,14
1.56,61.8,chemist,25.394477317554237,Overweight,5
1.91,82.61,software developer,22.644664345823855,Normal weight,28
1.6,78.06,police officer,30.492187499999996,Overweight,24
1.91,59.49,plumber,16.30711877415641,Underweight,23
1.97,66.78,teacher,17.207348810842845,Underweight,29
